"Time(s)", "Thrust (N)"
0.544011,782.52
0.544045,782.16
0.544078,782.16
0.544111,785.4
0.544145,785.4
0.544182,782.28
0.54421,782.28
0.544245,784.68
0.544279,784.68
0.544312,783.48
0.544346,782.04
0.544379,783.48
0.544412,782.88
0.544446,782.88
0.544479,782.88
0.544513,783.48
0.544546,784.92
0.544579,784.92
0.544613,782.52
0.544647,781.2
0.54468,781.2
0.544713,783.48
0.544746,783.72
0.54478,783.48
0.544814,783
0.544846,783
0.54488,782.16
0.544914,782.76
0.544947,782.76
0.544981,784.32
0.545014,784.32
0.545047,784.08
0.545081,783.84
0.545114,783.84
0.545147,783.84
0.545181,787.8
0.545214,787.8
0.545248,783.6
0.545282,781.44
0.545314,781.44
0.545346,782.52
0.545382,782.52
0.545415,782.52
0.545449,783.84
0.545481,783.84
0.545515,781.2
0.545549,781.2
0.545582,781.2
0.545615,781.2
0.545649,780.84
0.545682,780.84
0.545716,779.64
0.54575,779.16
0.545792,779.16
0.545827,779.16
0.54586,783.48
0.545894,783.84
0.545928,783.84
0.545961,784.2
0.545994,781.08
0.546027,783.24
0.546061,781.32
0.546095,783.24
0.546127,781.32
0.546161,781.44
0.546195,781.44
0.546228,781.56
0.546262,781.92
0.546295,781.92
0.546328,781.92
0.546362,783.36
0.546396,783.36
0.546429,781.92
0.546462,780.36
0.546494,779.28
0.546529,779.28
0.546563,781.56
0.546595,781.56
0.546629,781.56
0.546663,780.48
0.546696,783.96
0.54673,781.68
0.546762,781.68
0.546796,781.32
0.54683,781.32
0.546863,781.2
0.546896,785.28
0.54693,785.04
0.546963,785.16
0.546997,785.04
0.547031,784.08
0.547063,780
0.547097,780
0.54713,780.24
0.547164,780.24
0.547198,779.28
0.54723,779.28
0.547264,782.52
0.547298,782.52
0.547331,779.64
0.547364,779.64
0.547398,779.64
0.547431,779.64
0.547465,780.6
0.547498,780.6
0.547531,780.6
0.547565,781.32
0.547598,778.68
0.54763,779.76
0.547666,779.76
0.547698,782.4
0.547732,782.4
0.547765,782.04
0.547806,780.84
0.547831,779.88
0.547865,779.04
0.547899,779.04
0.547933,779.04
0.547966,782.04
0.547999,781.2
0.548033,783.84
0.548077,782.88
0.548111,782.88
0.548144,782.76
0.548178,782.76
0.548211,781.92
0.548244,781.32
0.548278,779.04
0.548312,778.56
0.548344,778.56
0.548378,778.32
0.548411,778.32
0.548445,778.08
0.548479,782.28
0.548511,778.92
0.548545,778.92
0.548579,778.92
0.548612,780
0.548645,780
0.548678,781.08
0.548712,780.36
0.548746,780.72
0.548778,780.36
0.548812,780.72
0.548846,781.32
0.548879,782.52
0.548913,781.32
0.548947,779.64
0.548979,778.32
0.549013,778.32
0.549046,778.32
0.54908,780.12
0.549113,777
0.549146,777.84
0.54918,777.84
0.549214,777.84
0.549247,780.48
0.54928,781.8
0.549314,781.8
0.549347,780.72
0.549381,780.72
0.549413,780.72
0.549447,780.48
0.549481,779.88
0.549514,779.76
0.549548,777.84
0.549581,777.84
0.549614,778.2
0.549648,778.2
0.549682,775.8
0.549719,775.8
0.549746,777.72
0.549781,778.56
0.549815,778.8
0.549849,778.8
0.549881,778.8
0.549913,781.56
0.549949,781.56
0.549982,780
0.550016,779.88
0.550048,779.64
0.550082,778.44
0.550116,778.44
0.550149,778.92
0.550183,779.28
0.550216,779.4
0.550249,779.4
0.550283,778.44
0.550317,778.44
0.550349,778.44
0.550383,779.52
0.550417,778.44
0.55045,779.4
0.550484,779.4
0.550516,780.96
0.55055,781.68
0.550584,781.68
0.550617,779.88
0.55065,779.88
0.550684,780.24
0.550717,780.36
0.550751,780.24
0.550784,780.36
0.550819,778.2
0.550851,778.2
0.550884,776.4
0.550921,776.4
0.550952,776.88
0.550984,776.88
0.551018,778.08
0.551054,779.64
0.551083,781.32
0.551118,779.64
0.551151,779.04
0.551185,778.44
0.551219,779.04
0.551252,780.6
0.551285,782.16
0.551319,782.16
0.551352,777.36
0.551386,777.36
0.551419,777.36
0.551452,779.28
0.551486,779.28
0.551519,778.08
0.551553,776.4
0.551586,774.24
0.551619,774.24
0.551653,777.12
0.551687,777.72
0.55172,778.56
0.551753,778.56
0.551786,778.56
0.55182,777.24
0.551854,776.04
0.551886,776.04
0.55192,776.04
0.551954,778.44
0.551987,779.28
0.552021,779.28
0.552054,779.28
0.552087,776.64
0.552121,778.32
0.552154,776.88
0.552191,776.88
0.552219,776.88
0.552254,774.96
0.552288,778.32
0.552322,777.12
0.552354,777.12
0.552388,777.12
0.552422,776.76
0.552455,776.76
0.552489,776.76
0.552521,776.76
0.552555,777.24
0.552589,777.24
0.552622,777.24
0.552655,776.52
0.552689,776.52
0.552722,777.72
0.552756,777.72
0.552789,777.72
0.552827,777.72
0.552854,777.72
0.552889,775.8
0.552928,775.8
0.552954,775.8
0.552989,776.04
0.553023,777.36
0.553057,777.36
0.55309,774.84
0.553123,774.12
0.553156,774.12
0.55319,774.6
0.553224,774.84
0.553258,774.84
0.55329,774.84
0.553327,777.24
0.553355,774.84
0.553391,778.56
0.553424,774
0.553457,775.32
0.553491,775.32
0.553525,775.32
0.553558,774.72
0.553591,774.72
0.553624,774.6
0.553658,774.84
0.553692,774.84
0.553725,774.84
0.553758,774.6
0.553792,774.6
0.553825,776.28
0.553859,776.28
0.553891,774.96
0.553927,774.96
0.553959,775.92
0.553992,776.88
0.554032,775.92
0.554057,774.84
0.554092,773.76
0.554126,773.64
0.554159,771.84
0.554192,771.84
0.554226,772.56
0.554259,775.08
0.554293,775.08
0.554327,773.64
0.554359,773.64
0.554393,773.64
0.554427,772.68
0.55446,772.68
0.554491,774.96
0.554527,775.92
0.55456,775.92
0.554594,776.88
0.554627,774.48
0.55466,775.32
0.554694,774.48
0.554727,775.32
0.554761,774.6
0.554795,777.12
0.554827,774.6
0.554861,774.48
0.554894,773.4
0.55493,773.4
0.554962,776.64
0.554994,776.64
0.555028,778.08
0.555062,774.96
0.555095,776.16
0.555128,776.16
0.555162,776.16
0.555195,776.04
0.555229,773.52
0.555262,772.92
0.555295,773.52
0.555329,774.36
0.555362,774.36
0.555396,774.36
0.555429,772.68
0.555462,773.64
0.555496,773.64
0.55553,773.64
0.555563,774.6
0.555596,775.92
0.555628,775.92
0.555663,774.84
0.555697,773.16
0.55573,773.04
0.555763,773.04
0.555797,773.16
0.55583,773.16
0.555864,773.16
0.555896,774
0.555932,774
0.555964,771.96
0.555997,771.96
0.556033,772.08
0.556064,774.24
0.556097,774.24
0.556131,774.24
0.556165,773.88
0.556197,773.88
0.556231,772.56
0.556264,772.56
0.556298,773.16
0.556332,773.16
0.556364,773.16
0.556398,772.68
0.556432,776.04
0.556465,770.64
0.556499,770.64
0.556532,770.64
0.556565,771.96
0.556599,774.36
0.556633,775.2
0.556665,775.2
0.556699,773.16
0.556732,773.16
0.556764,773.16
0.5568,775.32
0.556832,771.24
0.556866,771.24
0.5569,771.24
0.556933,772.32
0.556967,772.32
0.556999,772.44
0.557033,771.6
0.557067,772.92
0.5571,771.6
0.557133,772.92
0.557167,770.64
0.5572,771.48
0.557234,771.48
0.557268,771.48
0.5573,770.76
0.557334,770.76
0.557367,772.08
0.557401,772.08
0.557434,770.52
0.557467,769.92
0.557501,770.52
0.557535,771
0.557568,771.84
0.557601,771.84
0.557635,771.84
0.557668,772.44
0.557702,772.44
0.557735,772.92
0.557768,772.32
0.557802,772.32
0.557835,772.32
0.557869,773.16
0.5579,773.16
0.557935,771.72
0.557969,771.72
0.558002,775.8
0.55804,775.8
0.558067,773.52
0.558102,771.72
0.558136,773.52
0.55817,774.12
0.558202,774.12
0.558236,769.56
0.55827,769.56
0.558303,772.08
0.558337,772.08
0.55837,770.88
0.558403,770.88
0.558437,772.32
0.55847,774.12
0.558504,772.32
0.558537,771.48
0.55857,771.48
0.558604,771.72
0.558638,772.68
0.55867,772.68
0.558704,771.72
0.558737,771.72
0.558771,772.32
0.558805,773.4
0.558837,773.4
0.558871,771.36
0.558905,771.36
0.558938,773.16
0.558971,773.76
0.559005,773.76
0.559036,773.52
0.559072,771
0.559105,770.76
0.559138,770.88
0.559172,770.88
0.559205,771.6
0.559239,771.6
0.559273,770.64
0.559305,770.64
0.559339,771.12
0.559373,771.12
0.559406,770.64
0.559439,770.64
0.559472,769.92
0.559506,768.84
0.55954,768.84
0.559573,772.92
0.559606,772.92
0.55964,772.8
0.559673,772.32
0.559707,772.56
0.559741,772.32
0.559773,772.56
0.559807,773.28
0.55984,773.28
0.559874,772.44
0.559907,772.32
0.55994,772.32
0.559974,771.72
0.560008,772.8
0.560041,774.36
0.560074,774.36
0.560107,771.48
0.560141,771.48
0.560178,771.96
0.560206,771.96
0.560241,771.84
0.560275,771.72
0.560308,771.72
0.560342,771.72
0.560375,770.4
0.560408,771.12
0.560442,771.12
0.560475,771.12
0.560509,771.96
0.560542,770.52
0.560575,771.96
0.560609,771.96
0.560643,773.76
0.560675,771.96
0.560709,773.76
0.560743,769.2
0.560776,769.56
0.56081,769.2
0.560842,769.56
0.560876,772.2
0.56091,774.72
0.560943,774.72
0.560976,771.36
0.56101,771.36
0.561043,771.36
0.561077,769.8
0.56111,769.8
0.561146,770.4
0.561177,770.4
0.56121,768.96
0.561248,768.96
0.561275,769.32
0.561313,773.52
0.561342,773.52
0.561378,774.36
0.561411,771.12
0.561444,772.44
0.561477,772.44
0.561511,772.44
0.561545,771.12
0.561578,771.12
0.561611,771.36
0.561645,772.2
0.561678,771.48
0.561712,772.2
0.561746,771.48
0.561778,771.48
0.561812,771.24
0.561846,771.48
0.561879,771.72
0.561912,772.32
0.561945,771.72
0.561979,771.48
0.562013,771.12
0.562046,770.64
0.562079,770.64
0.562113,771.72
0.562146,771.72
0.56218,770.04
0.562212,770.04
0.562248,772.08
0.56228,773.04
0.562313,772.08
0.562349,768.36
0.56238,768.36
0.562413,770.52
0.562447,770.52
0.562479,770.52
0.562514,769.92
0.562547,769.92
0.56258,773.4
0.562614,773.4
0.562648,771.48
0.56268,771.48
0.562714,771.24
0.562748,771.6
0.562781,771.24
0.562815,770.16
0.562848,770.16
0.562881,770.16
0.562915,770.64
0.562948,770.04
0.562981,770.64
0.563015,771.12
0.563048,772.32
0.563082,772.32
0.563116,771.96
0.563148,771.96
0.563182,771.12
0.563215,768.36
0.563253,768.36
0.563283,768.36
0.563315,769.8
0.563349,767.64
0.563383,769.8
0.563416,767.52
0.563449,772.44
0.563483,771.6
0.563516,772.68
0.56355,773.28
0.563583,773.28
0.563614,773.4
0.56365,773.16
0.563683,773.16
0.563717,771.84
0.563751,770.28
0.563783,770.28
0.563817,769.56
0.563851,769.56
0.563884,770.76
0.563917,770.76
0.563951,769.08
0.563984,769.08
0.564018,771.6
0.564051,772.56
0.564084,771.6
0.564118,770.16
0.564151,768.84
0.564185,770.16
0.564218,768.96
0.564251,768.96
0.564285,767.16
0.564318,767.16
0.564354,770.88
0.564385,770.88
0.564418,770.88
0.564452,768.96
0.564486,770.4
0.564519,768.96
0.564552,768.48
0.564586,768.48
0.564619,768.48
0.564653,768.96
0.564685,770.04
0.564719,771.72
0.564751,770.04
0.564786,771.72
0.56482,768.96
0.564853,768.12
0.564886,768.12
0.56492,768.6
0.565076,769.32
0.56531,770.16
0.565343,770.16
0.565377,770.16
0.565409,769.2
0.565443,771.24
0.565477,771.24
0.56551,771.24
0.565544,768.84
0.565577,768.84
0.56561,768.96
0.565644,769.32
0.565678,769.32
0.56571,769.68
0.565744,767.88
0.565777,770.52
0.565811,769.56
0.565845,769.56
0.565877,769.56
0.565911,765.84
0.565945,770.76
0.565978,772.56
0.566011,772.56
0.566045,767.76
0.566078,766.08
0.566112,767.76
0.566145,767.4
0.566178,768.48
0.56621,767.64
0.566245,769.68
0.566279,768
0.566313,768
0.566345,768
0.566379,769.32
0.566413,773.16
0.566446,773.16
0.566479,769.8
0.566513,769.8
0.566546,769.56
0.56658,770.52
0.566613,769.8
0.566646,770.16
0.56668,769.8
0.566713,767.4
0.566747,767.4
0.566781,770.28
0.566815,770.28
0.566847,768.48
0.56688,768.48
0.566916,769.2
0.566947,770.76
0.56698,769.2
0.567014,768.96
0.567048,768.48
0.567081,768.48
0.567114,767.64
0.567148,767.64
0.567181,768.96
0.567215,768.96
0.567247,768.96
0.567281,769.2
0.567315,769.2
0.567346,768.84
0.567382,768.84
0.567415,768.6
0.567448,768.6
0.567482,768.6
0.567516,768.36
0.567549,767.04
0.567582,768.36
0.567615,768.36
0.567649,768.36
0.567683,768.96
0.567715,768.24
0.567749,768.96
0.567783,769.44
0.567816,769.44
0.56785,766.44
0.567882,766.44
0.567916,768.36
0.56795,768.36
0.567983,768.36
0.568016,769.2
0.56805,769.2
0.568083,766.08
0.568117,766.08
0.568151,768.12
0.568183,768.12
0.568217,767.88
0.56825,767.88
0.568284,767.4
0.568318,769.32
0.56835,766.8
0.568384,769.32
0.568418,766.92
0.568451,766.92
0.568488,766.56
0.568516,765.84
0.568551,765.84
0.568585,764.88
0.568618,766.32
0.568651,764.88
0.568685,766.32
0.568718,767.52
0.568752,767.52
0.568786,765.84
0.568818,765.84
0.568852,766.92
0.568885,766.92
0.568923,766.32
0.56895,766.32
0.568985,766.68
0.569019,766.68
0.569053,766.68
0.569086,767.52
0.569119,768.36
0.569153,768.36
0.569186,767.88
0.56922,767.28
0.569252,767.28
0.569286,766.8
0.56932,765.24
0.569353,765.24
0.569387,768.12
0.56942,768.12
0.569453,768.6
0.569487,765.96
0.569521,767.16
0.569554,764.88
0.569587,766.92
0.569623,766.32
0.569652,766.92
0.569688,767.52
0.56972,767.52
0.569754,767.52
0.569788,769.56
0.569821,769.56
0.569855,763.44
0.569888,763.44
0.569921,764.64
0.569955,764.64
0.569988,764.64
0.570021,762.84
0.570055,765.72
0.570088,765
0.570122,766.44
0.570156,765
0.570188,763.8
0.570222,763.8
0.570255,767.28
0.570289,767.28
0.570323,764.76
0.570355,762
0.570389,763.32
0.570423,763.32
0.570456,764.04
0.570489,764.16
0.570523,764.04
0.570556,764.16
0.57059,763.8
0.570624,767.64
0.570656,764.88
0.57069,764.88
0.570723,764.88
0.57076,763.8
0.570788,765.48
0.570823,766.2
0.570857,766.92
0.570891,766.56
0.570924,767.4
0.570957,766.56
0.57099,765.6
0.571024,764.88
0.571058,764.28
0.571091,764.28
0.571124,767.64
0.571158,767.64
0.571191,764.4
0.571225,764.4
0.571258,765.6
0.571291,766.8
0.571325,766.8
0.571358,766.8
0.571392,763.8
0.571425,766.44
0.571458,766.44
0.571492,766.44
0.571526,765.96
0.571559,765.96
0.571592,763.68
0.571626,767.28
0.571659,766.44
0.571693,766.44
0.571725,765
0.571759,765
0.571793,765
0.571826,766.56
0.57186,765.48
0.571893,765.48
0.571924,763.08
0.57196,762.72
0.571993,762.72
0.572029,764.64
0.57206,764.88
0.572093,764.64
0.572129,764.88
0.572161,764.52
0.572193,762.6
0.572227,762.6
0.572261,764.4
0.572294,764.76
0.572328,766.32
0.57236,766.32
0.572394,765
0.572428,764.64
0.572461,764.64
0.572498,763.56
0.572528,762.6
0.572561,762.6
0.572595,762.84
0.572629,763.32
0.572661,764.64
0.572695,767.52
0.572729,767.52
0.572762,765.84
0.572795,763.68
0.572829,763.68
0.572862,763.68
0.572896,765.24
0.572929,768
0.572962,765.24
0.572996,764.28
0.573029,764.28
0.573061,765.24
0.573096,766.56
0.573131,765.24
0.573163,764.16
0.573196,764.04
0.573232,764.04
0.573263,762.6
0.573296,763.08
0.57333,763.08
0.573364,765.12
0.573397,765.36
0.57343,765.36
0.573463,765.36
0.573501,763.32
0.573529,763.32
0.573563,764.52
0.573597,764.52
0.573631,764.52
0.573664,766.68
0.573698,766.68
0.573731,766.68
0.573764,762.96
0.573798,762.6
0.573831,762.6
0.573865,765.12
0.573898,765.12
0.573931,764.64
0.573965,761.16
0.573999,763.2
0.574031,763.2
0.574065,763.2
0.574099,762.36
0.574132,762
0.574166,762.36
0.574197,764.76
0.574232,764.76
0.574266,764.88
0.574299,764.04
0.574333,764.88
0.574366,765.48
0.574399,765.96
0.574433,765.48
0.574467,765.12
0.574499,764.64
0.574533,765.12
0.574566,764.64
0.5746,764.64
0.574634,764.64
0.574666,765.6
0.5747,765.6
0.574734,765.6
0.574767,766.2
0.5748,766.2
0.574834,763.92
0.574867,763.92
0.574901,765.24
0.574934,765.24
0.574967,765.84
0.575001,760.92
0.575034,762
0.575068,761.88
0.575102,761.88
0.575134,761.88
0.575168,762.24
0.575201,762.72
0.575237,762.6
0.575268,762.6
0.575301,762.6
0.575333,762.6
0.575369,765.96
0.575402,765.96
0.575435,766.44
0.575469,765.96
0.575502,765.96
0.575536,765.84
0.57557,763.32
0.575602,763.32
0.575636,765.84
0.575669,765.84
0.575703,764.28
0.575736,764.28
0.575769,764.76
0.575803,764.76
0.575837,763.92
0.57587,762.24
0.575903,762.24
0.575937,761.88
0.57597,761.88
0.576004,761.88
0.576036,762.72
0.57607,763.44
0.576104,762.72
0.576137,763.44
0.576171,762.12
0.576204,762.48
0.576237,762.48
0.576271,763.08
0.576304,763.08
0.576341,761.28
0.576371,761.28
0.576404,763.2
0.576438,763.2
0.576469,764.04
0.576504,763.2
0.576538,764.52
0.576572,764.28
0.576605,764.28
0.576639,764.28
0.577061,764.88
0.577095,764.88
0.577128,764.04
0.577162,764.04
0.577196,764.04
0.577228,764.04
0.577262,763.56
0.577296,763.32
0.577329,760.8
0.577363,761.76
0.577396,760.56
0.577429,761.76
0.577463,760.56
0.577496,762.72
0.577529,762.12
0.577563,762.12
0.577596,762
0.57763,762
0.577664,763.2
0.577696,763.2
0.57773,762.84
0.577764,761.16
0.577797,759.84
0.577831,761.16
0.577863,762.84
0.577897,762.84
0.577931,762.84
0.577964,762.48
0.578,764.52
0.578029,762.48
0.578064,762.24
0.578098,760.2
0.578131,760.2
0.57817,760.8
0.578196,762.6
0.578231,762.6
0.578267,763.68
0.578298,762.6
0.578331,762.6
0.578365,762.6
0.578399,764.4
0.578432,764.4
0.578465,765.24
0.578498,761.76
0.578532,761.76
0.578566,759.96
0.578599,758.76
0.578632,759.24
0.578666,759.24
0.578699,760.56
0.578733,760.56
0.578766,760.56
0.578799,762
0.578833,762
0.578867,763.68
0.5789,760.2
0.578933,761.4
0.578966,760.2
0.579,761.4
0.579034,762
0.579066,762
0.5791,760.68
0.579136,760.32
0.579165,760.68
0.579201,760.08
0.579233,759.36
0.579267,759.36
0.579301,760.68
0.579334,760.8
0.579368,762.84
0.579401,762.84
0.579434,760.8
0.579468,759.36
0.579502,760.8
0.579534,759.96
0.579568,759.96
0.579601,759.96
0.579635,760.08
0.579669,760.32
0.579701,760.32
0.579735,760.32
0.579769,760.56
0.579802,760.56
0.579835,761.04
0.579869,761.04
0.579902,761.04
0.579936,760.68
0.579969,759.6
0.580002,759.6
0.580036,761.88
0.580069,761.88
0.580103,761.52
0.580137,760.92
0.580169,759.36
0.580203,759.36
0.580236,759.36
0.580273,759.72
0.580301,760.56
0.580336,760.56
0.58037,759.84
0.580404,759.84
0.580437,760.44
0.58047,760.44
0.580504,757.56
0.580537,756.84
0.580571,756.84
0.580603,757.56
0.580637,757.56
0.580671,757.44
0.580704,757.44
0.580738,756.48
0.580771,757.56
0.580804,758.04
0.580838,762.36
0.580872,758.04
0.580905,762.36
0.580938,762.6
0.580972,762.6
0.581005,758.76
0.581039,758.76
0.581072,759.72
0.581105,759.72
0.581139,759.72
0.581172,757.68
0.581206,759.96
0.581239,759
0.581272,760.08
0.581306,760.08
0.581339,760.08
0.581377,760.08
0.581404,758.28
0.581439,758.28
0.581473,758.28
0.581507,757.68
0.581539,757.68
0.581573,758.64
0.581607,758.64
0.58164,758.4
0.581674,758.4
0.581706,758.88
0.58174,761.28
0.581774,761.28
0.581807,758.4
0.58184,757.32
0.581874,757.68
0.581907,755.64
0.581941,757.68
0.581975,759.12
0.582007,759.12
0.582041,758.88
0.582074,757.8
0.582108,757.8
0.582142,758.04
0.582174,760.08
0.582208,760.08
0.582242,759
0.582275,759
0.582308,758.4
0.582341,758.4
0.582375,758.4
0.582409,758.4
0.582442,758.4
0.582475,755.04
0.582509,755.04
0.582553,757.32
0.582585,757.92
0.58262,757.32
0.582654,757.92
0.582687,758.04
0.58272,758.04
0.582754,756.6
