"Time(s)", "Thrust (N)"
1.211794,701.52
1.211827,701.52
1.211861,700.8
1.211893,700.8
1.211927,701.4
1.211961,701.4
1.211994,701.4
1.212027,701.4
1.212061,701.4
1.212094,701.88
1.212128,700.32
1.212162,699.48
1.212194,699.48
1.212228,699.96
1.212261,700.56
1.212295,700.8
1.212329,700.8
1.212361,700.8
1.212395,700.2
1.212429,698.4
1.212462,698.4
1.212495,699.84
1.212528,702.12
1.212562,702.12
1.212596,702.12
1.212628,702.6
1.212664,702.6
1.212696,700.2
1.212729,700.2
1.212765,700.2
1.212797,701.52
1.212829,702.6
1.212863,701.64
1.212896,701.64
1.21293,701.64
1.212963,699.48
1.212996,699.36
1.21303,699.36
1.213064,699.36
1.213097,701.04
1.21313,702.12
1.213164,703.92
1.213197,703.44
1.213231,703.44
1.213263,699.96
1.213297,699.48
1.213331,699.48
1.213364,700.44
1.213398,701.28
1.213431,701.28
1.213464,701.16
1.213498,699.6
1.213531,699
1.213567,699
1.213598,698.76
1.213631,697.56
1.213665,697.56
1.213699,700.92
1.213731,700.92
1.213763,700.92
1.213799,699.84
1.213832,699.84
1.213866,699.84
1.213898,703.92
1.213932,703.92
1.213966,702.96
1.213999,702.96
1.214032,703.08
1.214066,703.08
1.214099,702.24
1.214133,700.8
1.214167,702.24
1.214199,700.8
1.214233,700.32
1.214266,700.32
1.2143,700.32
1.214334,699.72
1.214366,699.24
1.2144,699.72
1.214434,701.64
1.214467,702.48
1.2145,702.36
1.214533,702.36
1.214567,700.08
1.214601,700.08
1.214634,700.2
1.214667,701.16
1.214701,701.16
1.214734,703.56
1.214768,702.12
1.2148,702.12
1.214834,702.12
1.214868,701.52
1.214899,704.64
1.214935,702.6
1.214968,704.64
1.215001,702.6
1.215035,701.28
1.215069,701.28
1.215102,702
1.215135,702.36
1.215168,702.36
1.215202,702.72
1.215236,702.24
1.215268,702.72
1.215302,702.24
1.215336,703.32
1.215369,701.28
1.215403,703.32
1.215435,704.28
1.215469,704.28
1.215503,703.32
1.215536,703.32
1.21557,704.04
1.215603,704.04
1.215636,699.12
1.21567,699.12
1.215704,700.8
1.215736,702.6
1.21577,701.28
1.215803,701.88
1.215837,701.64
1.215871,701.64
1.215903,701.52
1.215937,701.52
1.215971,701.76
1.216004,702.48
1.216041,702.48
1.216069,702.48
1.216104,700.68
1.216138,700.68
1.216171,705.6
1.216204,705.6
1.216238,703.32
1.216271,703.32
1.216305,703.32
1.216339,703.2
1.216371,702.12
1.216405,701.76
1.216438,699.96
1.216475,699.36
1.216505,699.36
1.216538,699.36
1.216572,697.8
1.216606,697.8
1.216639,698.76
1.216672,700.32
1.216705,700.32
1.216739,700.92
1.216773,703.2
1.216805,702.12
1.216839,702.12
1.216873,702.12
1.216906,699.12
1.21694,701.28
1.216973,701.28
1.217006,702.12
1.21704,703.2
1.217073,703.2
1.217107,701.76
1.21714,701.76
1.217176,703.32
1.217205,703.32
1.217241,702.48
1.217273,702.36
1.217307,702.36
1.21734,702.36
1.217376,704.76
1.217408,704.76
1.21744,705.72
1.217474,704.16
1.217508,701.52
1.217541,701.52
1.217575,702.48
1.217607,702.48
1.217641,701.88
1.217675,701.88
1.217708,702.48
1.217741,702.96
1.217775,702.96
1.217808,704.28
1.217842,700.92
1.217876,701.04
1.217908,701.04
1.217942,701.16
1.217975,701.4
1.218009,702.96
1.218042,703.08
1.218075,702.96
1.218109,702.48
1.218143,702.48
1.218176,702.48
1.218209,702.6
1.218242,702.6
1.218276,704.76
1.21831,704.76
1.218341,704.28
1.218376,703.8
1.21841,703.8
1.218443,701.64
1.218477,702.48
1.21851,702.48
1.218543,703.68
1.218577,704.52
1.21861,704.52
1.218644,703.44
1.218677,703.2
1.21871,703.2
1.218744,705.48
1.218778,705.48
1.21881,702.96
1.218844,701.16
1.218878,701.16
1.218911,698.76
1.218945,698.76
1.218977,699
1.219011,699
1.219045,699
1.219078,700.92
1.219112,706.44
1.219145,702.36
1.219178,702.72
1.219212,702.36
1.219245,702.72
1.21928,706.2
1.219312,706.2
1.219345,706.2
1.219381,705.48
1.219413,705.24
1.219445,703.44
1.219477,703.44
1.219512,702.6
1.219546,703.2
1.219579,702.6
1.219612,703.2
1.219646,702.24
1.21968,706.44
1.219713,706.2
1.219746,706.92
1.21978,706.2
1.219813,705.72
1.219847,702.72
1.21988,701.88
1.219913,701.88
1.219947,701.88
1.21998,703.2
1.220014,706.68
1.220047,706.68
1.22008,701.52
1.220114,701.52
1.220147,703.2
1.220185,706.68
1.220212,706.68
1.220247,706.68
1.220281,705
1.220315,705
1.220347,703.8
1.220381,702.12
1.220415,701.64
1.220448,701.64
1.220482,703.08
1.220515,703.08
1.220548,701.88
1.220582,701.88
1.220614,702.6
1.220649,702.72
1.220682,702.72
1.220715,702.72
1.220749,704.16
1.220783,704.16
1.220815,704.16
1.220849,705.6
1.220882,705.6
1.220916,705.12
1.22095,703.32
1.220982,704.4
1.221016,704.4
1.22105,710.04
1.221083,710.04
1.221117,705
1.221149,705
1.221183,705.72
1.221217,705.72
1.22125,705.72
1.221283,705.36
1.221317,705.36
1.22135,705.12
1.221384,702.24
1.221417,702.24
1.22145,702.36
1.221484,704.76
1.221517,706.32
1.221551,706.32
1.221584,706.68
1.221617,706.68
1.221651,706.68
1.221685,705.96
1.221718,703.92
1.221749,703.2
1.221784,703.2
1.221818,704.28
1.221852,704.28
1.221885,704.28
1.221918,704.4
1.221952,704.4
1.221985,704.4
1.222019,703.56
1.222051,703.56
1.222085,703.44
1.222119,703.44
1.222152,705.72
1.222188,705.72
1.222219,705.6
1.222252,705.6
1.222286,705.84
1.22232,705.84
1.222352,705.36
1.222386,704.04
1.222419,703.44
1.222453,703.56
1.222487,702.6
1.222519,703.56
1.222553,704.4
1.222587,704.4
1.22262,703.92
1.222654,703.92
1.222687,706.92
1.22272,706.92
1.222754,709.44
1.222787,706.56
1.22282,706.56
1.222854,703.44
1.222885,703.44
1.222921,703.44
1.222955,703.08
1.222987,703.08
1.223021,707.28
1.223054,707.28
1.22309,708.24
1.223122,706.68
1.223154,709.08
1.223188,705.36
1.223222,705.12
1.223255,701.88
1.223288,703.68
1.223321,703.56
1.223355,703.68
1.223389,705.96
1.223422,705.96
1.223455,703.2
1.223489,702.96
1.223522,702.96
1.223556,705.12
1.223589,705.12
1.223622,704.4
1.223656,702.84
1.223689,704.4
1.223723,704.64
1.223756,705.24
1.223789,705.24
1.223823,705.96
1.223857,706.32
1.22389,706.32
1.223923,707.64
1.223956,706.44
1.22399,706.68
1.224027,706.44
1.224055,705.24
1.224092,704.28
1.224124,705.24
1.224157,704.16
1.224193,704.16
1.224224,704.04
1.224257,704.04
1.224291,706.44
1.224324,708.12
1.224357,706.44
1.224391,705.84
1.224424,705.84
1.224458,705.84
1.224492,705.84
1.224524,705.84
1.224558,703.68
1.224592,703.92
1.224625,703.92
1.224659,704.28
1.224691,704.88
1.224725,706.44
1.224759,706.92
1.224792,706.92
1.224825,706.92
1.22486,706.68
1.224893,705.48
1.224926,704.4
1.224959,704.4
1.224992,704.4
1.225026,707.04
1.225059,707.04
1.225093,707.04
1.225127,703.32
1.225162,703.32
1.225191,704.04
1.225226,704.88
1.22526,707.52
1.225293,707.52
1.225326,707.52
1.22536,705.84
1.225394,705.72
1.225427,705
1.22546,703.32
1.225494,702.96
1.225527,702.96
1.225561,706.2
1.225593,706.2
1.225627,706.2
1.225661,707.04
1.225694,705.36
1.225728,707.88
1.225761,704.76
1.225794,707.76
1.225828,706.44
1.225861,707.52
1.225895,706.44
1.225928,705.72
1.225961,705.72
1.225997,706.8
1.226029,706.8
1.226061,706.8
1.226097,705.24
1.226129,706.92
1.226162,707.16
1.2262,707.16
1.226227,707.16
1.226262,707.52
1.226299,707.52
1.226328,707.52
1.226362,707.16
1.226396,705.84
1.226429,704.28
1.226463,703.8
1.226497,704.28
1.226529,704.52
1.226563,704.52
1.226596,705.72
1.22663,706.44
1.226664,705.72
1.226696,706.44
1.22673,706.8
1.226764,706.8
1.226797,705.24
1.22683,703.8
1.226863,703.8
1.226897,703.92
1.226931,703.92
1.226964,706.8
1.226997,705.96
1.227031,705.96
1.227064,705.36
1.227098,704.28
1.227131,703.2
1.227164,702
1.227198,703.2
1.227231,703.92
1.227265,703.92
1.227298,703.92
1.227331,705.36
1.227365,705.36
1.227399,702.84
1.227432,702.84
1.227463,705
1.227499,707.52
1.227532,706.92
1.227566,706.92
1.227598,706.92
1.227632,709.32
1.227666,709.32
1.227699,706.2
1.227733,704.88
1.227766,705.24
1.227799,704.76
1.227833,705.24
1.227866,707.76
1.227902,707.76
1.227933,705
1.227966,704.88
1.228002,705
1.228034,704.28
1.228066,707.04
1.228102,703.2
1.228133,707.52
1.228167,704.16
1.228205,707.52
1.228232,704.16
1.228267,705.24
1.228301,705.24
1.228334,706.32
1.228367,707.28
1.228401,707.52
1.228434,707.52
1.228468,705
1.228501,702.84
1.228534,704.88
1.228568,701.16
1.22861,704.88
1.228646,705.6
1.22868,705.6
1.228713,704.16
1.228746,704.16
1.228779,705.48
1.228813,705.48
1.228847,707.64
1.228879,706.44
1.228913,706.44
1.228947,705.48
1.22898,705.48
1.229014,706.44
1.229046,710.88
1.22908,706.44
1.229114,708
1.229147,708
1.229181,708
1.229214,707.4
1.229247,707.4
1.229281,705.84
1.229315,706.68
1.229347,705.84
1.229381,706.68
1.229414,705.24
1.229448,706.56
1.229482,705.24
1.229514,703.56
1.229548,703.56
1.229582,705
1.229615,705
1.229648,706.92
1.229681,707.52
1.229715,707.52
1.229747,707.52
1.229782,705.72
1.229815,707.76
1.229849,706.32
1.229882,706.32
1.229916,705.96
1.229949,705.12
1.229982,704.16
1.230016,704.16
1.230049,704.16
1.230083,706.32
1.230116,706.92
1.230149,706.92
1.230183,705.84
1.230217,705.84
1.23025,703.68
1.230283,703.44
1.230317,703.44
1.23035,703.44
1.230384,704.76
1.230416,703.2
1.23045,704.76
1.230484,703.08
1.230517,708
1.230551,707.76
1.230583,707.76
1.230617,707.04
1.230651,705.84
1.230684,705.84
1.23072,706.32
1.230751,707.76
1.230784,706.8
1.230818,706.8
1.230852,706.8
1.230882,705.48
1.230918,708.72
1.230951,708.48
1.230985,708.72
1.231019,708.48
1.231051,708.48
1.231085,707.28
1.231119,707.28
1.231152,705.6
1.231186,704.76
1.231219,704.16
1.231252,704.16
1.231286,706.56
1.231319,707.28
1.231352,707.28
1.231386,707.04
1.231419,707.04
1.231453,707.04
1.231487,707.04
1.231519,707.04
1.231553,707.28
1.231586,707.28
1.231625,707.52
1.231651,707.52
1.231686,708
1.23172,708
1.231754,708.36
1.231787,708.36
1.23182,708.36
1.231854,708.12
1.231887,707.88
1.231921,706.32
1.231954,707.88
1.231987,704.76
1.232019,705.72
1.232054,704.76
1.232088,705.72
1.232121,704.28
1.232154,704.16
1.232188,704.16
1.232222,707.76
1.232255,707.76
1.232288,707.76
1.232321,706.08
1.232355,708
1.232389,706.08
1.232421,705.6
1.232455,705.6
1.232489,706.2
1.232522,709.08
1.232556,709.08
1.232588,709.08
1.232622,709.68
1.232656,709.68
1.232689,708.24
1.232723,708.24
1.232756,710.4
1.232789,710.4
1.232823,707.28
1.232856,706.68
1.232889,707.28
1.232923,706.68
1.232956,709.56
1.23299,708
1.233024,708.24
1.233056,708
1.23309,707.64
1.233124,707.4
1.23316,706.2
1.233188,706.2
1.233223,705.72
1.233257,707.4
1.233291,704.88
1.233324,709.2
1.233357,709.2
1.233391,709.2
1.233424,707.76
1.233458,706.92
1.233492,706.92
1.233524,706.92
1.233558,707.16
1.233591,707.28
1.233628,707.76
1.233658,708.36
1.233691,708.96
1.233725,708.96
1.233759,707.28
1.233792,707.28
1.233825,708.48
1.233858,708.96
1.233892,708.96
1.233926,705.96
1.233959,705.96
1.233992,706.44
1.234026,707.16
1.234059,707.16
1.234093,705.84
1.234126,705.84
1.234159,708.48
1.234193,708.48
1.234226,708.48
1.23426,709.8
1.234296,711.36
1.234324,709.8
1.23436,708.84
1.234394,707.52
1.234426,707.52
1.23446,707.04
1.234493,709.08
1.234529,709.44
1.234561,709.44
1.234593,710.28
1.234627,708.6
1.234661,708.6
1.234694,708.6
1.234728,705.48
1.234761,709.32
1.234794,708.36
1.234828,708.36
1.234862,706.08
1.234894,706.08
1.234928,710.04
1.234961,710.04
1.234995,709.32
1.235029,709.32
1.235061,710.4
1.235095,710.4
1.235129,708
1.235162,708
1.235195,708.48
1.235228,708.48
1.235262,708.48
1.235296,708
1.235329,708
1.235362,706.44
1.235396,704.76
1.235429,704.76
1.235461,705.48
1.235496,708.48
1.235532,708.48
1.235563,709.2
1.235596,709.2
1.235634,708.24
1.235661,708.24
1.235696,708.24
1.23573,707.4
1.235763,707.4
1.235797,707.64
1.23583,707.64
1.235863,709.44
1.235897,707.64
1.235931,709.44
1.235963,708.24
1.235997,709.92
1.236031,709.32
1.236064,709.32
1.236098,709.32
1.23613,708.24
1.236164,709.92
1.236198,710.64
1.236231,710.64
1.236265,710.52
1.236298,710.52
1.236331,708
1.236365,708.96
1.236398,708.96
1.236434,711.12
1.236465,711.84
1.236498,711.12
1.236536,711.84
1.236564,708
1.236598,708
1.236632,708
1.236666,707.16
1.236699,708
1.236733,711.6
1.236765,711.6
1.236799,710.76
1.236833,710.76
1.236866,708.96
1.236899,711.72
1.236933,711.72
1.236966,712.08
1.237,712.08
1.237034,711.12
1.237066,711.12
1.2371,710.52
1.237133,707.88
1.237167,707.88
1.2372,709.56
1.237233,711.48
1.237267,711.24
1.237301,711.48
1.237334,712.8
1.237367,712.8
1.2374,709.08
1.237434,709.08
1.237468,711.84
1.237501,711.84
1.237534,709.2
1.237568,709.2
1.237601,709.56
1.237635,709.56
1.237668,709.56
1.237701,709.32
1.237733,709.44
1.237768,707.16
1.237802,709.44
1.237835,710.04
1.237868,712.92
1.237902,712.32
1.237936,712.32
1.237968,712.32
1.238002,711.36
1.238036,711.6
1.238069,711.36
1.238103,711.6
1.238135,711.12
1.238169,712.32
1.238203,710.88
1.238236,710.4
1.23827,710.16
1.238302,708.48
1.238336,709.68
1.23837,709.32
1.238403,709.32
1.238439,709.32
1.23847,712.8
1.238503,712.8
1.238539,710.04
1.238571,708.36
1.238603,710.04
1.238637,712.8
1.23867,712.8
1.238704,711
1.238738,711
1.23877,712.08
1.238804,712.08
1.238838,709.2
1.238869,709.2
1.238904,710.28
1.238938,711.36
1.238971,711.36
1.239005,709.08
1.239038,709.08
1.239071,710.64
1.239105,711.48
1.239138,714.6
1.239172,715.44
1.239205,715.44
1.239238,711.84
1.239272,710.88
1.239305,710.88
1.239341,711
1.239372,711.96
1.239405,711
1.239439,709.56
1.239473,709.56
1.239506,712.44
1.239539,712.44
1.239573,708.6
1.239606,708.6
1.23964,708.48
1.239672,710.04
1.239706,710.04
1.23974,710.04
1.239773,707.64
1.239807,707.64
1.23984,711
1.239873,711
1.239907,710.52
1.239941,709.2
1.239973,709.08
1.240005,709.08
1.24004,709.8
1.240074,709.8
1.240108,711
1.24014,711
1.240174,712.44
1.240208,712.44
1.240241,712.44
1.240275,710.16
1.240307,710.16
1.240341,709.32
1.240375,709.32
1.240408,712.68
1.240441,712.68
1.240475,711.24
1.240508,710.64
1.240542,709.2
1.240575,708.84
1.240608,709.2
1.240642,712.2
1.240675,712.32
1.240709,713.04
1.240743,713.04
1.240775,711.12
1.240809,710.76
1.240843,708.72
1.240876,708.72
1.240909,709.32
1.240942,711.48
1.240976,710.52
1.24101,710.52
1.241043,709.8
1.241076,709.8
1.24111,711.24
1.241146,711.24
1.241175,711.24
1.24121,709.32
1.241243,709.32
1.241277,710.88
1.24131,711
1.241349,711
1.241375,710.16
1.24141,708.36
1.241444,708.36
1.241478,711.48
1.241511,711.72
1.241544,711.48
1.241577,708.36
1.241611,708.36
1.241645,708.72
1.241677,708.72
1.241711,710.76
1.241745,713.04
1.241778,713.04
1.241812,710.88
1.241845,709.32
1.241878,709.08
1.241912,709.08
1.241945,711.6
1.241978,713.04
1.242012,711.6
1.242045,714.6
1.242079,712.92
1.242113,713.4
1.242145,712.92
1.242179,712.68
1.242212,712.08
1.24225,711.6
1.242281,711.6
1.242312,711.6
1.242346,711.84
1.24238,714.84
1.242413,714.84
1.242446,714.84
1.24248,711.96
1.242513,711.96
1.242547,713.28
1.24258,713.28
1.242613,710.4
1.242647,710.4
1.24268,710.88
1.242714,710.88
1.242747,710.4
1.24278,710.4
1.242814,710.4
1.242848,712.2
1.242881,713.76
1.242914,713.76
1.242947,713.52
1.242981,713.52
1.243015,714.6
1.243048,714.6
1.243081,711.84
1.243115,711.12
1.243148,711.12
1.243182,711.12
1.243214,712.08
1.24325,711.72
1.243282,711.72
1.243315,711.36
1.243351,711.36
1.243382,712.92
1.243418,712.92
1.243447,713.64
1.243482,711.48
1.243515,711.48
1.243549,711.48
1.243582,712.08
1.243616,712.08
1.24365,711
1.243682,711
1.243716,711.84
1.24375,713.76
1.243783,713.76
1.243817,712.32
1.243849,711.48
1.243883,712.08
1.243917,711.48
1.24395,709.56
1.243983,709.56
1.244017,712.68
1.24405,712.68
1.244084,712.44
1.244117,708.84
1.244154,708.84
1.244182,713.88
1.244217,715.32
1.244256,713.88
1.244282,711.24
1.244317,711.24
1.244351,712.92
1.244385,712.92
1.244418,712.68
1.244451,711.6
1.244484,712.68
1.244518,712.8
1.244552,712.8
1.244584,711.84
1.244618,710.4
1.244652,711.84
1.244685,712.8
1.244719,712.8
1.244752,713.04
1.244785,713.04
1.244819,713.04
1.244852,713.28
1.244886,712.44
1.244919,714.36
1.244952,712.68
1.244986,712.68
1.24502,712.68
1.245053,711.84
1.245086,713.16
1.245119,713.16
1.245153,713.16
1.245187,713.16
1.245219,712.92
1.245253,710.28
1.245287,710.28
1.24532,710.28
1.245354,710.28
1.245386,710.28
1.24542,709.56
1.245454,711.6
1.245487,712.56
1.245641,712.8
1.245911,712.56
1.245944,711
1.245977,711
1.246011,711
1.246045,711
1.246075,712.68
1.246111,708.96
1.246145,712.92
1.246178,712.08
1.246212,712.08
1.246245,712.08
1.246278,712.56
1.246312,714
1.246345,714
1.246379,714
1.246412,714
1.246445,709.68
1.246479,709.68
1.246515,711.36
1.246546,711.96
1.246579,712.08
1.246613,712.68
1.246646,712.68
1.24668,711.36
1.246712,711.36
1.246746,711.48
1.24678,711.84
1.246813,711.84
1.246847,711.84
1.24688,712.44
1.246913,712.44
1.246947,714
1.24698,714
1.247013,712.2
1.247047,710.28
1.24708,712.2
1.247114,710.28
1.247148,712.2
1.24718,710.28
1.247212,711.48
1.247248,711.48
1.247281,711.48
1.247315,710.76
1.247347,709.92
1.247381,709.92
1.247415,712.8
1.247448,712.8
1.247481,712.56
1.247517,712.56
1.247548,712.56
1.247582,712.2
1.247618,712.2
1.247648,712.2
1.247682,713.88
1.247715,711.6
1.247749,711.84
1.247783,711.84
1.247815,711.84
1.247849,710.28
1.247882,710.28
1.247916,712.92
1.247949,714
1.247982,714
1.248016,712.8
1.24805,712.8
1.248083,715.32
1.248116,715.32
1.24815,713.28
1.248183,712.08
1.248217,711.72
1.248249,711.72
1.248283,711.72
1.248317,714.72
1.248348,714.72
1.248384,713.28
1.248417,713.28
1.24845,712.8
1.248484,713.64
1.248522,711.12
1.248548,714.6
1.248584,713.52
1.248617,713.52
1.248651,710.28
1.248685,710.04
1.248717,710.28
1.248751,710.28
1.248785,710.28
1.248818,708.72
1.248852,708.72
1.248884,708.72
1.248918,711.12
1.248952,712.56
1.248985,712.68
1.249018,712.68
1.249052,710.88
1.249085,710.88
1.249119,710.88
1.249153,714.12
1.249185,714.12
1.249219,714.12
1.249252,712.56
1.249286,712.56
1.24932,714.36
1.249352,714.36
1.249386,713.04
1.249426,713.04
1.249464,714
1.249502,714
1.249529,713.04
1.249564,712.2
1.249598,712.2
1.249631,713.16
1.249665,713.16
1.249698,713.28
1.249731,712.8
1.249765,712.92
1.249798,712.8
1.249832,710.52
1.249865,710.04
1.249898,709.92
1.249932,710.04
1.249966,711.6
1.249998,712.44
1.250032,711.6
1.250065,712.44
1.250099,710.4
1.250133,712.92
1.250165,710.28
1.250199,712.2
1.250233,711.6
1.250266,712.2
1.250299,713.4
1.250336,713.4
1.250364,710.88
1.2504,709.92
1.250441,709.92
1.250478,709.92
1.250511,711.36
1.250544,712.08
1.250578,711.36
1.250611,712.08
1.250648,713.16
1.250675,713.16
1.250711,713.16
1.250745,708.96
1.250779,714.6
1.250811,714.6
1.250845,714.6
1.250879,712.92
1.250912,712.92
1.250946,712.92
1.250978,709.8
1.251012,709.56
1.251046,709.56
1.251079,712.92
1.251113,714.36
1.251146,712.92
1.251179,709.68
1.251213,709.68
1.251246,710.88
1.251279,711.84
1.251313,710.88
1.251346,710.64
1.25138,710.64
1.251414,713.28
1.251446,713.4
1.25148,713.28
1.251514,713.16
1.251547,711.6
1.251581,711.84
1.251613,711.84
1.251647,711.96
1.251681,712.68
1.251714,711.96
1.251747,708.12
1.251784,708.12
1.251812,711.6
1.251848,712.92
1.251882,711.6
1.251914,711.48
1.251948,710.28
1.251981,711.48
1.252015,709.32
1.252048,710.28
1.252081,709.32
1.252115,710.28
1.252153,710.52
1.25218,711.72
1.252215,711.96
1.252248,711.96
1.252282,711.96
1.252316,712.44
1.252349,711.6
1.252382,711
1.252416,710.76
1.252449,710.64
1.252483,710.64
1.252515,710.64
1.252549,711.24
1.252583,709.32
1.252616,711.48
1.25265,711.48
1.252683,711.48
1.252716,711.48
1.25275,711.84
1.252784,711.84
1.252816,708.24
1.25285,708.24
1.252883,709.56
1.252917,711.72
1.252948,711.72
1.252983,711.72
1.253017,713.04
1.253051,713.04
1.253084,712.2
1.253118,712.08
1.253151,711.84
1.253184,710.04
1.253218,709.8
1.253251,709.8
1.253284,711.6
1.253318,713.4
1.253351,713.4
1.253385,711.96
1.253419,709.68
1.253451,710.88
1.253485,710.88
1.253518,710.88
1.253552,710.88
1.253586,708.24
1.253618,708.24
1.253652,708.24
1.253686,710.52
1.253719,710.52
1.253752,710.52
1.253785,710.04
1.253819,711.36
1.253853,710.04
1.253886,711
1.253919,711
1.253953,711
1.253986,709.2
1.25402,709.2
1.254063,710.16
1.254095,711.96
1.254131,711.96
1.254164,710.04
1.254198,710.04
1.254232,710.04
1.254264,710.16
1.254298,709.32
1.254332,709.32
1.254365,709.32
1.254399,710.16
1.254431,711.96
1.254465,710.16
1.254499,711.48
1.254532,711
1.254563,711
1.254599,711
1.254632,709.56
1.254666,713.28
1.254699,710.76
1.254732,712.08
1.254766,712.08
1.254799,712.08
1.254833,708.6
1.254867,708.48
1.254899,708.6
1.254933,709.68
1.254967,711.6
1.255,711.6
1.255033,711.6
1.255066,711.84
1.2551,711.96
1.255134,712.92
1.255167,712.92
1.2552,710.64
1.255231,710.64
1.255267,710.64
1.255301,710.76
1.255333,713.4
1.255367,713.4
1.255401,712.92
1.255434,708.12
1.255468,711.96
1.255501,710.4
1.255534,710.4
1.255568,710.4
1.255602,709.44
1.255635,708.72
1.255668,708.72
1.255701,708.24
1.255735,707.76
1.255769,707.76
1.255801,710.04
1.255835,710.88
1.255869,710.88
1.255902,711.12
1.255936,711.12
1.255969,711
1.256002,711
1.256036,711
1.256069,710.76
1.256103,708.48
1.256146,710.76
1.256192,709.32
1.256224,711.6
1.256258,709.32
1.256291,707.76
1.256325,707.76
1.256359,709.44
1.25639,711.6
1.256425,711.6
1.256459,709.56
1.256492,709.2
1.256525,708.6
1.256558,708.6
1.256592,708.6
1.256626,709.32
1.256659,709.32
1.256692,710.28
1.256726,710.28
1.256759,709.92
1.256793,709.2
1.256826,709.08
1.256859,706.44
1.256893,706.44
1.256926,707.88
1.25696,710.28
1.256993,710.28
1.257026,709.92
1.25706,709.92
1.257094,711.24
1.257127,711.24
1.25716,710.52
1.257194,710.52
1.257227,710.04
1.257261,710.16
1.257293,710.04
1.257327,705.48
1.257361,705.48
1.257394,711.12
1.257428,711.24
1.257461,711.36
1.257494,711.24
1.257526,711.36
1.257561,710.52
1.257599,710.52
1.257626,710.52
1.257661,709.68
1.257699,710.28
1.257727,709.68
1.257761,710.28
1.257795,709.44
1.257828,711.12
1.257862,711.12
1.257896,711.12
1.257928,709.32
1.257962,709.32
1.257999,711.12
1.258027,711.36
1.258062,711.12
1.258096,710.64
1.258129,710.28
1.258163,708.84
1.258196,708.84
1.258229,711.72
1.258263,711.72
1.258296,708.48
1.25833,708.48
1.258363,708.48
1.258396,707.64
1.25843,707.64
1.258463,707.64
1.2585,706.92
1.25853,708.6
1.258563,710.64
1.258597,710.64
1.258631,710.64
1.258667,709.32
1.258695,710.64
1.258731,710.4
1.258764,710.52
1.258798,710.4
1.25883,709.92
1.258864,708.48
1.258898,706.2
1.258931,708.48
1.258965,707.52
1.258998,707.52
1.259031,707.4
1.259065,707.4
1.259099,708.24
1.259131,712.08
1.259165,712.08
1.259198,712.08
1.259232,709.92
1.259266,709.92
1.259298,709.56
1.259332,707.64
1.259366,707.64
1.259399,708
1.259433,711.12
1.259465,708
1.259499,710.16
1.259533,707.28
1.259566,709.56
1.259599,708.36
1.259633,709.56
1.259666,708.48
1.2597,708.6
1.259733,708.6
1.259766,709.08
1.259803,709.08
1.259832,709.08
1.259867,709.44
1.259901,709.92
1.259933,709.92
1.259967,709.92
1.260001,711.12
1.260034,711.12
1.260067,711.12
1.2601,709.56
1.260134,710.64
1.260168,710.64
1.260201,710.64
1.260234,714.12
1.260268,709.32
1.260301,705.84
1.260335,705.84
1.260367,709.2
1.260403,709.32
1.260435,709.32
1.260468,709.32
1.260504,709.32
1.260535,709.32
1.260568,709.32
1.260602,709.2
1.260636,709.2
1.260673,709.2
1.260702,710.04
1.260735,708.84
1.260769,710.28
1.260803,707.88
1.260835,710.04
1.260869,710.04
1.260903,710.04
1.260939,705.72
1.260968,705.72
1.261003,708.96
1.261036,709.92
1.26107,709.92
1.261103,709.92
1.261136,711.36
1.26117,710.04
1.261203,710.04
1.261237,708
1.261271,708
1.261303,708.24
1.261337,710.28
1.26137,710.28
1.261411,705.96
1.261449,705.96
1.261482,706.44
1.261515,710.4
1.261548,710.88
1.261582,710.88
1.261616,711
1.261648,710.04
1.261682,710.04
1.261716,708
1.261749,708
1.261783,708.6
1.261816,708.6
1.261849,710.64
1.261883,706.8
1.261916,707.4
1.26195,705.84
1.261983,706.2
1.262016,706.2
1.26205,709.08
1.262084,709.08
1.262114,708.48
1.26215,707.88
1.262183,708.48
1.262221,711.12
1.262249,711.12
1.262283,708.84
1.262317,708.84
1.262351,707.64
1.262384,710.52
1.262418,707.64
1.262451,706.2
1.262484,705.24
1.262518,705.24
1.262551,705.36
1.262584,708.72
1.262618,708.6
1.262651,708.72
1.262685,708.6
1.262719,708.96
1.262751,706.92
1.262796,708.36
1.262829,708.36
1.262863,708.36
1.262897,709.8
1.26293,709.32
1.262963,709.32
1.262997,708.12
1.26303,708.12
1.263064,708.96
1.263096,710.4
1.26313,710.4
1.263164,708.12
1.263197,706.44
1.263231,706.44
1.263262,710.64
1.263297,710.64
1.263331,707.4
1.263365,707.4
1.263397,708.84
1.263431,708.84
1.263465,708.48
1.263498,708.48
1.263532,708.48
1.263564,704.88
1.263598,704.88
1.263632,708.12
1.263665,709.56
1.263699,709.92
1.263731,709.92
1.263765,708.36
1.263799,708.36
1.263832,710.88
1.263865,710.88
1.263899,710.52
1.263932,706.32
1.263966,706.32
1.263999,706.32
1.264036,706.32
1.264064,706.32
1.264099,707.88
1.264135,708.12
1.264167,709.2
1.264199,709.56
1.264233,709.2
1.264267,710.04
1.2643,707.52
1.264333,707.52
1.264366,707.52
1.264398,708.24
1.264434,708.24
1.264467,708
1.2645,705.84
1.264534,704.16
1.264567,705.84
1.264601,706.32
1.264634,706.56
1.264667,708.12
1.264701,708.24
